ticket_id,timestamp,customer_id,channel,message,agent_reply,product,order_value,customer_country,resolution_status,true_category
TKT-04111,2025-12-23 07:41:03.061483,CUST-2972,email,Please cancel my subscription.,Our support team has escalated this case.,Monitor,2215.55,Canada,Escalated,Subscription Cancellation
TKT-04112,2026-03-03 16:04:03.061489,CUST-2486,email,Transaction unsuccessful.,We understand your frustration and appreciate your patience.,Bluetooth Speaker,22208.89,Australia,Escalated,Payment Failure
TKT-04113,2026-03-22 16:44:03.061495,CUST-1181,web,Very disappointed with the quality.,Thank you for reaching out. We will resolve this as soon as possible.,Keyboard,8448.59,India,Pending,Product Quality
TKT-04114,2026-04-17 04:55:03.061500,CUST-4693,email,The package contains another item.,We understand your frustration and appreciate your patience.,Bluetooth Speaker,16760.91,United Kingdom,Resolved,Wrong Item
TKT-04115,2025-11-12 14:59:03.061506,CUST-6684,chat,I want a refund for this order.,Thank you for reaching out. We will resolve this as soon as possible.,Laptop Sleeve,28772.67,Canada,Escalated,Refund Request
TKT-04116,2026-03-24 17:47:03.061512,CUST-2970,email,Unable to complete payment.,We understand your frustration and appreciate your patience.,Keyboard,19115.85,Australia,Pending,Payment Failure
TKT-04117,2026-03-19 10:12:03.061518,CUST-3497,web,I want to stop recurring billing.,Thank you for reaching out. We will resolve this as soon as possible.,Laptop Sleeve,39375.19,Germany,Resolved,Subscription Cancellation
TKT-04118,2026-01-03 18:40:03.061526,CUST-1853,chat,Website shows an error.,We're sorry for the inconvenience. Our team is looking into this issue.,Bluetooth Speaker,9542.75,United States,Resolved,Technical Bug
TKT-04119,2026-03-28 10:39:03.061533,CUST-8330,web,I cannot log into my account.,We're sorry for the inconvenience. Our team is looking into this issue.,Phone Charger,8318.85,India,Escalated,Login Issue
TKT-04120,2025-12-30 15:48:03.061543,CUST-5652,chat,Password reset link is not working.,We understand your frustration and appreciate your patience.,Gaming Mouse,28538.88,United Kingdom,Resolved,Login Issue
TKT-04121,2026-02-08 14:10:03.061549,CUST-1064,web,Incorrect item delivered.,We understand your frustration and appreciate your patience.,Monitor,42723.7,United Kingdom,Escalated,Wrong Item
TKT-04122,2025-12-30 08:40:03.061555,CUST-8363,email,Checkout page is broken.,Thank you for reaching out. We will resolve this as soon as possible.,Bluetooth Speaker,45278.41,Australia,Resolved,Technical Bug
TKT-04123,2025-12-14 22:50:03.061561,CUST-5360,chat,Where is my order?,We understand your frustration and appreciate your patience.,Smart Watch,40171.76,Germany,Pending,Delivery Delay
TKT-04124,2025-12-30 06:50:03.061567,CUST-9890,email,Transaction unsuccessful.,Thank you for reaching out. We will resolve this as soon as possible.,Keyboard,49298.17,United States,Resolved,Payment Failure
TKT-04125,2026-03-05 22:07:03.061573,CUST-2148,web,Delivery was supposed to be yesterday.,Our support team has escalated this case.,Phone Charger,7354.44,India,Escalated,Delivery Delay
TKT-04126,2026-02-08 06:00:03.061580,CUST-6383,web,Found a bug in the application.,We're sorry for the inconvenience. Our team is looking into this issue.,Smart Watch,45601.8,Germany,Pending,Technical Bug
TKT-04127,2026-05-06 04:14:03.061586,CUST-4295,chat,The package contains another item.,We're sorry for the inconvenience. Our team is looking into this issue.,Laptop Sleeve,34808.69,Germany,Resolved,Wrong Item
TKT-04128,2025-11-21 05:53:03.061592,CUST-2855,email,I want a refund for this order.,Thank you for reaching out. We will resolve this as soon as possible.,Keyboard,3125.57,United States,Resolved,Refund Request
TKT-04129,2026-04-28 08:56:03.061597,CUST-5116,chat,Material feels cheap.,Thank you for reaching out. We will resolve this as soon as possible.,Wireless Earbuds,20884.7,United Kingdom,Pending,Product Quality
TKT-04130,2026-03-14 23:32:03.061606,CUST-4830,web,The package contains another item.,Our support team has escalated this case.,Keyboard,44412.21,United States,Resolved,Wrong Item
TKT-04131,2026-04-28 14:48:03.061611,CUST-4966,chat,Product does not match expectations.,We're sorry for the inconvenience. Our team is looking into this issue.,Monitor,680.05,Australia,Resolved,Product Quality
TKT-04132,2026-05-01 11:20:03.061617,CUST-4630,email,Where is my order?,Our support team has escalated this case.,Monitor,43349.92,Canada,Pending,Delivery Delay
TKT-04133,2025-12-12 02:41:03.061623,CUST-7800,web,Packaging was torn and product is damaged.,We're sorry for the inconvenience. Our team is looking into this issue.,Phone Charger,45599.05,Germany,Pending,Damaged Product
TKT-04134,2026-01-24 07:54:03.061628,CUST-2496,chat,I want to stop recurring billing.,We're sorry for the inconvenience. Our team is looking into this issue.,Wireless Earbuds,34391.86,Australia,Pending,Subscription Cancellation
TKT-04135,2026-04-23 07:05:03.061634,CUST-1489,email,I returned the item but haven't received my refund.,We're sorry for the inconvenience. Our team is looking into this issue.,Laptop Sleeve,49815.47,United Kingdom,Escalated,Refund Request
TKT-04136,2026-02-17 09:37:03.061640,CUST-5107,web,The package is delayed and there is no update.,Thank you for reaching out. We will resolve this as soon as possible.,Keyboard,10128.24,India,Pending,Delivery Delay
TKT-04137,2026-02-19 18:39:03.061647,CUST-5040,web,Delivery was supposed to be yesterday.,Our support team has escalated this case.,Bluetooth Speaker,3643.11,Australia,Resolved,Delivery Delay
TKT-04138,2026-03-18 15:12:03.061653,CUST-3647,chat,Received a cracked product.,Thank you for reaching out. We will resolve this as soon as possible.,Keyboard,45744.86,United States,Pending,Damaged Product
TKT-04139,2026-02-27 01:17:03.061658,CUST-3260,chat,Please process my refund.,Thank you for reaching out. We will resolve this as soon as possible.,Laptop Sleeve,6123.46,United Kingdom,Pending,Refund Request
TKT-04140,2026-04-19 01:53:03.061666,CUST-7930,chat,I received the wrong product.,We're sorry for the inconvenience. Our team is looking into this issue.,Gaming Mouse,14835.87,United States,Resolved,Wrong Item
TKT-04141,2026-03-16 19:28:03.061673,CUST-6854,web,One item is missing from my order.,Thank you for reaching out. We will resolve this as soon as possible.,Wireless Earbuds,32259.97,Canada,Resolved,Missing Item
TKT-04142,2026-01-22 00:49:03.061679,CUST-2021,web,Product was damaged during shipping.,We understand your frustration and appreciate your patience.,Smart Watch,580.17,Germany,Pending,Damaged Product
TKT-04143,2026-05-03 22:22:03.061685,CUST-4557,chat,I returned the item but haven't received my refund.,Our support team has escalated this case.,Laptop Sleeve,21855.9,India,Escalated,Refund Request
TKT-04144,2026-02-26 01:43:03.061690,CUST-8908,chat,The package is delayed and there is no update.,We understand your frustration and appreciate your patience.,Keyboard,19070.08,United States,Escalated,Delivery Delay
TKT-04145,2026-03-19 23:15:03.061696,CUST-3938,chat,The quality is very poor.,Thank you for reaching out. We will resolve this as soon as possible.,Laptop Sleeve,37935.23,Australia,Escalated,Product Quality
TKT-04146,2025-12-14 13:43:03.061702,CUST-1027,chat,I returned the item but haven't received my refund.,We're sorry for the inconvenience. Our team is looking into this issue.,Phone Charger,2155.03,Germany,Resolved,Refund Request
TKT-04147,2026-01-30 02:31:03.061707,CUST-3367,chat,I returned the item but haven't received my refund.,Thank you for reaching out. We will resolve this as soon as possible.,Gaming Mouse,46228.39,Germany,Resolved,Refund Request
TKT-04148,2025-12-06 05:08:03.061713,CUST-4601,chat,Package did not contain all products.,Our support team has escalated this case.,Phone Charger,6321.49,United Kingdom,Resolved,Missing Item
TKT-04149,2026-01-23 04:43:03.061718,CUST-2419,chat,Website shows an error.,Thank you for reaching out. We will resolve this as soon as possible.,Laptop Sleeve,6613.97,India,Pending,Technical Bug
TKT-04150,2025-12-22 01:11:03.061726,CUST-9958,web,Unable to complete payment.,Our support team has escalated this case.,Monitor,15220.08,Germany,Resolved,Payment Failure
TKT-04151,2026-01-24 06:23:03.061732,CUST-4083,email,This is not what I ordered.,Our support team has escalated this case.,Phone Charger,19195.87,Canada,Escalated,Wrong Item
TKT-04152,2026-01-13 18:42:03.061737,CUST-7792,email,Product does not match expectations.,Our support team has escalated this case.,Smart Watch,13505.7,Australia,Resolved,Product Quality
TKT-04153,2025-12-02 09:27:03.061743,CUST-5106,chat,Package did not contain all products.,We're sorry for the inconvenience. Our team is looking into this issue.,Phone Charger,1584.01,United Kingdom,Resolved,Missing Item
TKT-04154,2025-11-28 22:10:03.061749,CUST-7529,chat,I want a refund for this order.,Our support team has escalated this case.,Monitor,605.97,Germany,Resolved,Refund Request
TKT-04155,2026-01-01 16:44:03.061755,CUST-1537,email,I want a refund for this order.,We understand your frustration and appreciate your patience.,Wireless Earbuds,29559.26,India,Resolved,Refund Request
TKT-04156,2026-04-22 01:26:03.061761,CUST-9559,email,The quality is very poor.,We're sorry for the inconvenience. Our team is looking into this issue.,Gaming Mouse,33950.07,India,Escalated,Product Quality
TKT-04157,2025-11-26 19:46:03.061766,CUST-2835,email,Material feels cheap.,We understand your frustration and appreciate your patience.,Keyboard,30860.23,Canada,Pending,Product Quality
TKT-04158,2026-01-03 07:09:03.061772,CUST-9010,web,Product does not match expectations.,We're sorry for the inconvenience. Our team is looking into this issue.,Laptop Sleeve,47864.95,Germany,Resolved,Product Quality
TKT-04159,2026-04-06 00:20:03.061778,CUST-4784,email,Website shows an error.,We understand your frustration and appreciate your patience.,Bluetooth Speaker,23623.84,United States,Pending,Technical Bug
TKT-04160,2026-03-15 11:10:03.061785,CUST-3081,email,Card was charged twice.,Thank you for reaching out. We will resolve this as soon as possible.,Monitor,9135.5,India,Pending,Payment Failure
TKT-04161,2026-02-15 03:19:03.061791,CUST-2388,web,Where is my order?,Thank you for reaching out. We will resolve this as soon as possible.,Smart Watch,35548.38,Canada,Escalated,Delivery Delay
TKT-04162,2026-03-30 05:20:03.061798,CUST-5429,web,I returned the item but haven't received my refund.,Thank you for reaching out. We will resolve this as soon as possible.,Phone Charger,28429.54,Germany,Resolved,Refund Request
TKT-04163,2025-12-06 04:49:03.061805,CUST-3736,email,Found a bug in the application.,We understand your frustration and appreciate your patience.,Monitor,7026.71,Australia,Escalated,Technical Bug
TKT-04164,2026-03-26 17:19:03.061811,CUST-8293,web,I received the wrong product.,Thank you for reaching out. We will resolve this as soon as possible.,Phone Charger,16205.2,India,Resolved,Wrong Item
TKT-04165,2026-03-02 03:27:03.061817,CUST-9552,chat,Received a cracked product.,We understand your frustration and appreciate your patience.,Phone Charger,6273.49,Australia,Pending,Damaged Product
TKT-04166,2026-02-14 19:21:03.061822,CUST-2365,chat,The app crashes when I open it.,We're sorry for the inconvenience. Our team is looking into this issue.,Phone Charger,43996.14,Australia,Resolved,Technical Bug
TKT-04167,2025-11-25 08:03:03.061828,CUST-7344,chat,Where is my order?,We understand your frustration and appreciate your patience.,Bluetooth Speaker,38695.38,India,Resolved,Delivery Delay
TKT-04168,2026-01-31 13:54:03.061834,CUST-8466,web,Product was damaged during shipping.,We understand your frustration and appreciate your patience.,Smart Watch,36736.09,India,Resolved,Damaged Product
TKT-04169,2026-02-23 13:03:03.061840,CUST-1162,chat,Unable to complete payment.,We understand your frustration and appreciate your patience.,Keyboard,6090.81,Germany,Escalated,Payment Failure
TKT-04170,2026-04-09 02:10:03.061847,CUST-4303,chat,Found a bug in the application.,We understand your frustration and appreciate your patience.,Smart Watch,8578.39,United Kingdom,Pending,Technical Bug
TKT-04171,2025-11-17 19:11:03.061854,CUST-2920,chat,Please cancel my subscription.,We understand your frustration and appreciate your patience.,Keyboard,1367.98,India,Resolved,Subscription Cancellation
TKT-04172,2025-11-11 23:16:03.061860,CUST-6356,email,Website shows an error.,Our support team has escalated this case.,Laptop Sleeve,38464.85,Germany,Escalated,Technical Bug
TKT-04173,2025-11-25 18:01:03.061866,CUST-6594,email,I received the wrong product.,We're sorry for the inconvenience. Our team is looking into this issue.,Smart Watch,32307.39,Australia,Pending,Wrong Item
TKT-04174,2026-03-14 16:30:03.061872,CUST-1811,email,Material feels cheap.,Thank you for reaching out. We will resolve this as soon as possible.,Laptop Sleeve,4262.44,United States,Pending,Product Quality
TKT-04175,2025-12-26 19:38:03.061877,CUST-4456,email,Please process my refund.,We're sorry for the inconvenience. Our team is looking into this issue.,Monitor,7233.39,Australia,Escalated,Refund Request
TKT-04176,2026-02-15 16:12:03.061883,CUST-1818,chat,Product was damaged during shipping.,Thank you for reaching out. We will resolve this as soon as possible.,Smart Watch,1650.21,Australia,Pending,Damaged Product
TKT-04177,2025-12-17 18:44:03.061889,CUST-4124,chat,My order has not arrived yet.,We understand your frustration and appreciate your patience.,Monitor,10772.95,Australia,Pending,Delivery Delay
TKT-04178,2025-12-23 14:55:03.061895,CUST-2112,web,Material feels cheap.,Thank you for reaching out. We will resolve this as soon as possible.,Monitor,17589.05,Australia,Resolved,Product Quality
TKT-04179,2025-12-09 09:31:03.061900,CUST-4169,chat,Please process my refund.,We're sorry for the inconvenience. Our team is looking into this issue.,Bluetooth Speaker,27703.11,India,Resolved,Refund Request
TKT-04180,2026-02-13 07:16:03.061908,CUST-1651,email,Order incomplete.,Thank you for reaching out. We will resolve this as soon as possible.,Wireless Earbuds,27852.7,Canada,Escalated,Missing Item
TKT-04181,2026-02-27 14:45:03.061914,CUST-4548,email,This is not what I ordered.,Thank you for reaching out. We will resolve this as soon as possible.,Monitor,19350.51,United States,Escalated,Wrong Item
TKT-04182,2025-11-14 03:35:03.061920,CUST-1470,chat,I want to stop recurring billing.,We understand your frustration and appreciate your patience.,Gaming Mouse,32681.45,Australia,Pending,Subscription Cancellation
TKT-04183,2026-02-18 19:07:03.061926,CUST-1866,web,Product was damaged during shipping.,Our support team has escalated this case.,Wireless Earbuds,22176.74,Germany,Escalated,Damaged Product
TKT-04184,2026-03-10 20:25:03.061933,CUST-1209,web,I want a refund for this order.,We're sorry for the inconvenience. Our team is looking into this issue.,Gaming Mouse,32390.29,Germany,Escalated,Refund Request
TKT-04185,2026-05-01 23:05:03.061939,CUST-6228,web,Cancel my membership immediately.,Our support team has escalated this case.,Monitor,33627.92,India,Escalated,Subscription Cancellation
TKT-04186,2025-11-30 15:35:03.061945,CUST-4070,web,Refund has not been credited.,Thank you for reaching out. We will resolve this as soon as possible.,Keyboard,39603.8,Australia,Escalated,Refund Request
TKT-04187,2026-02-18 07:51:03.061950,CUST-6224,chat,I returned the item but haven't received my refund.,Our support team has escalated this case.,Monitor,9171.57,India,Resolved,Refund Request
TKT-04188,2025-12-14 08:56:03.061956,CUST-4564,email,This is not what I ordered.,We understand your frustration and appreciate your patience.,Keyboard,40599.07,Australia,Pending,Wrong Item
TKT-04189,2025-12-03 00:50:03.061962,CUST-8615,chat,I want to stop recurring billing.,Our support team has escalated this case.,Phone Charger,20854.83,United States,Escalated,Subscription Cancellation
TKT-04190,2026-02-12 19:35:03.061970,CUST-1451,chat,Incorrect item delivered.,Our support team has escalated this case.,Smart Watch,42670.62,Germany,Resolved,Wrong Item
TKT-04191,2026-01-05 18:06:03.061976,CUST-1296,web,I want a refund for this order.,We understand your frustration and appreciate your patience.,Bluetooth Speaker,5091.4,India,Pending,Refund Request
TKT-04192,2025-11-17 11:19:03.061981,CUST-3993,web,Payment failed but money was deducted.,We're sorry for the inconvenience. Our team is looking into this issue.,Laptop Sleeve,20765.47,United Kingdom,Pending,Payment Failure
TKT-04193,2026-01-17 15:33:03.061987,CUST-8129,web,The app crashes when I open it.,Thank you for reaching out. We will resolve this as soon as possible.,Laptop Sleeve,17926.57,United States,Resolved,Technical Bug
TKT-04194,2025-12-10 07:00:03.061993,CUST-5618,email,I want to stop recurring billing.,We're sorry for the inconvenience. Our team is looking into this issue.,Wireless Earbuds,8443.99,India,Escalated,Subscription Cancellation
TKT-04195,2025-12-24 13:01:03.061998,CUST-4018,email,My order has not arrived yet.,We're sorry for the inconvenience. Our team is looking into this issue.,Laptop Sleeve,22221.85,Australia,Pending,Delivery Delay
TKT-04196,2026-03-28 14:15:03.062004,CUST-6027,chat,This is not what I ordered.,We understand your frustration and appreciate your patience.,Smart Watch,45568.27,United States,Pending,Wrong Item
TKT-04197,2026-04-14 01:28:03.062010,CUST-5963,web,The package is delayed and there is no update.,Thank you for reaching out. We will resolve this as soon as possible.,Laptop Sleeve,31184.13,United States,Pending,Delivery Delay
TKT-04198,2026-03-03 10:13:03.062016,CUST-5777,web,I want to stop recurring billing.,We're sorry for the inconvenience. Our team is looking into this issue.,Phone Charger,17816.84,Germany,Pending,Subscription Cancellation
TKT-04199,2026-03-22 10:14:03.062022,CUST-5306,email,Card was charged twice.,We understand your frustration and appreciate your patience.,Keyboard,821.59,United States,Resolved,Payment Failure
TKT-04200,2026-01-22 05:05:03.062029,CUST-4921,email,Very disappointed with the quality.,Our support team has escalated this case.,Smart Watch,33085.17,Canada,Pending,Product Quality
TKT-04201,2026-03-15 02:33:03.062035,CUST-4097,chat,Please process my refund.,We understand your frustration and appreciate your patience.,Gaming Mouse,26644.05,India,Pending,Refund Request
TKT-04202,2025-11-11 10:45:03.062040,CUST-4800,web,Unable to complete payment.,We're sorry for the inconvenience. Our team is looking into this issue.,Wireless Earbuds,15756.73,United Kingdom,Escalated,Payment Failure
TKT-04203,2025-12-11 21:08:03.062046,CUST-2400,chat,Unable to complete payment.,Thank you for reaching out. We will resolve this as soon as possible.,Wireless Earbuds,34297.6,United Kingdom,Resolved,Payment Failure
TKT-04204,2025-11-26 03:52:03.062052,CUST-2487,web,Checkout page is broken.,We're sorry for the inconvenience. Our team is looking into this issue.,Keyboard,3547.94,Germany,Resolved,Technical Bug
TKT-04205,2026-04-11 12:39:03.062060,CUST-4551,chat,The quality is very poor.,Thank you for reaching out. We will resolve this as soon as possible.,Keyboard,29392.78,India,Escalated,Product Quality
TKT-04206,2025-11-21 21:12:03.062065,CUST-7279,email,Account login failed.,We're sorry for the inconvenience. Our team is looking into this issue.,Keyboard,44152.92,Canada,Resolved,Login Issue
TKT-04207,2026-03-18 02:14:03.062071,CUST-5100,email,I cannot log into my account.,We understand your frustration and appreciate your patience.,Keyboard,2138.34,Canada,Resolved,Login Issue
TKT-04208,2025-12-10 06:40:03.062077,CUST-4607,chat,Delivery was supposed to be yesterday.,Our support team has escalated this case.,Wireless Earbuds,43289.3,India,Resolved,Delivery Delay
TKT-04209,2026-04-23 20:51:03.062083,CUST-5735,email,Packaging was torn and product is damaged.,We're sorry for the inconvenience. Our team is looking into this issue.,Smart Watch,33032.62,Australia,Resolved,Damaged Product
TKT-04210,2026-01-05 15:08:03.062091,CUST-4301,web,Please cancel my subscription.,We understand your frustration and appreciate your patience.,Keyboard,32084.42,United Kingdom,Resolved,Subscription Cancellation
TKT-04211,2026-01-12 16:08:03.062097,CUST-7737,chat,My order has not arrived yet.,We understand your frustration and appreciate your patience.,Laptop Sleeve,20591.44,United States,Pending,Delivery Delay
TKT-04212,2026-01-26 09:22:03.062103,CUST-7591,web,One item is missing from my order.,We understand your frustration and appreciate your patience.,Gaming Mouse,45757.31,United Kingdom,Pending,Missing Item
TKT-04213,2025-12-30 14:54:03.062108,CUST-6894,email,I cannot log into my account.,Thank you for reaching out. We will resolve this as soon as possible.,Bluetooth Speaker,6641.76,United Kingdom,Pending,Login Issue
TKT-04214,2026-02-12 01:13:03.062114,CUST-3755,web,Delivery was supposed to be yesterday.,Our support team has escalated this case.,Keyboard,2114.36,United Kingdom,Resolved,Delivery Delay
TKT-04215,2025-12-14 05:06:03.062120,CUST-5539,web,Product was damaged during shipping.,We understand your frustration and appreciate your patience.,Bluetooth Speaker,15880.9,India,Resolved,Damaged Product
TKT-04216,2026-02-14 10:07:03.062126,CUST-4472,chat,Very disappointed with the quality.,We understand your frustration and appreciate your patience.,Phone Charger,43386.75,India,Resolved,Product Quality
TKT-04217,2026-05-04 08:16:03.062132,CUST-1632,chat,Material feels cheap.,Thank you for reaching out. We will resolve this as soon as possible.,Wireless Earbuds,20808.13,United Kingdom,Escalated,Product Quality
TKT-04218,2026-05-05 07:25:03.062137,CUST-1246,email,The package is delayed and there is no update.,We understand your frustration and appreciate your patience.,Bluetooth Speaker,15754.06,Canada,Resolved,Delivery Delay
TKT-04219,2025-12-09 06:42:03.062143,CUST-6970,web,Payment failed but money was deducted.,We understand your frustration and appreciate your patience.,Monitor,30497.05,India,Pending,Payment Failure
TKT-04220,2025-12-14 21:24:03.062151,CUST-1753,email,My order has not arrived yet.,We're sorry for the inconvenience. Our team is looking into this issue.,Phone Charger,39179.28,Australia,Escalated,Delivery Delay
TKT-04221,2026-02-24 07:59:03.062157,CUST-3719,chat,Found a bug in the application.,We're sorry for the inconvenience. Our team is looking into this issue.,Bluetooth Speaker,49801.19,United Kingdom,Resolved,Technical Bug
TKT-04222,2026-05-06 03:46:03.062162,CUST-1677,chat,Please process my refund.,Our support team has escalated this case.,Gaming Mouse,13495.91,United Kingdom,Resolved,Refund Request
TKT-04223,2025-12-03 22:50:03.062168,CUST-8916,email,I cannot log into my account.,Our support team has escalated this case.,Keyboard,8105.05,Germany,Pending,Login Issue
TKT-04224,2025-12-24 04:15:03.062174,CUST-2852,chat,I received the wrong product.,Our support team has escalated this case.,Monitor,21593.36,United States,Escalated,Wrong Item
TKT-04225,2026-04-17 05:43:03.062180,CUST-9082,web,Website shows an error.,We understand your frustration and appreciate your patience.,Smart Watch,8325.13,Canada,Pending,Technical Bug
TKT-04226,2026-04-24 21:03:03.062188,CUST-1746,web,One item is missing from my order.,Our support team has escalated this case.,Monitor,5875.91,Canada,Pending,Missing Item
TKT-04227,2026-04-01 06:20:03.062193,CUST-6244,web,Packaging was torn and product is damaged.,We understand your frustration and appreciate your patience.,Laptop Sleeve,1408.56,Canada,Pending,Damaged Product
TKT-04228,2026-03-21 09:36:03.062199,CUST-3980,chat,The quality is very poor.,We're sorry for the inconvenience. Our team is looking into this issue.,Laptop Sleeve,766.13,United Kingdom,Resolved,Product Quality
TKT-04229,2026-04-16 13:31:03.062205,CUST-7480,email,Very disappointed with the quality.,We understand your frustration and appreciate your patience.,Gaming Mouse,14924.89,Germany,Resolved,Product Quality
TKT-04230,2026-02-25 01:26:03.062212,CUST-3829,chat,Account login failed.,We understand your frustration and appreciate your patience.,Gaming Mouse,7107.9,United Kingdom,Pending,Login Issue
TKT-04231,2026-05-09 01:41:03.062218,CUST-1783,chat,Checkout page is broken.,Our support team has escalated this case.,Laptop Sleeve,35269.05,Germany,Pending,Technical Bug
TKT-04232,2026-04-05 12:55:03.062223,CUST-3888,chat,The package contains another item.,Our support team has escalated this case.,Phone Charger,39165.36,United Kingdom,Pending,Wrong Item
TKT-04233,2026-04-21 02:28:03.062229,CUST-6864,email,The package is delayed and there is no update.,We're sorry for the inconvenience. Our team is looking into this issue.,Wireless Earbuds,9531.39,United Kingdom,Pending,Delivery Delay
TKT-04234,2025-11-27 08:01:03.062235,CUST-9193,chat,Unable to complete payment.,We understand your frustration and appreciate your patience.,Keyboard,44877.41,Germany,Pending,Payment Failure
TKT-04235,2026-01-16 16:39:03.062241,CUST-3105,chat,Very disappointed with the quality.,Thank you for reaching out. We will resolve this as soon as possible.,Keyboard,2336.3,Australia,Resolved,Product Quality
TKT-04236,2026-04-26 09:36:03.062247,CUST-8455,email,Please cancel my subscription.,We understand your frustration and appreciate your patience.,Monitor,7646.22,India,Pending,Subscription Cancellation
TKT-04237,2026-03-13 18:11:03.062252,CUST-3700,chat,Where is my order?,Our support team has escalated this case.,Smart Watch,6641.4,United Kingdom,Resolved,Delivery Delay
TKT-04238,2026-01-06 02:02:03.062258,CUST-1087,chat,Subscription is difficult to cancel.,We understand your frustration and appreciate your patience.,Keyboard,21628.55,Canada,Resolved,Subscription Cancellation
TKT-04239,2025-12-08 15:27:03.062264,CUST-1709,chat,Refund has not been credited.,Thank you for reaching out. We will resolve this as soon as possible.,Keyboard,5081.61,Australia,Pending,Refund Request
TKT-04240,2025-12-15 16:33:03.062271,CUST-9157,web,Account login failed.,Thank you for reaching out. We will resolve this as soon as possible.,Wireless Earbuds,25548.22,United States,Escalated,Login Issue
TKT-04241,2026-02-22 13:11:03.062276,CUST-6643,email,The package contains another item.,Thank you for reaching out. We will resolve this as soon as possible.,Smart Watch,31642.02,United States,Pending,Wrong Item
TKT-04242,2025-12-02 01:28:03.062282,CUST-5392,web,Payment failed but money was deducted.,We understand your frustration and appreciate your patience.,Smart Watch,33023.47,United States,Escalated,Payment Failure
TKT-04243,2026-01-26 01:50:03.062288,CUST-3521,web,Package did not contain all products.,We understand your frustration and appreciate your patience.,Phone Charger,37535.58,Australia,Escalated,Missing Item
TKT-04244,2026-03-08 12:41:03.062295,CUST-4391,web,Payment failed but money was deducted.,We're sorry for the inconvenience. Our team is looking into this issue.,Laptop Sleeve,7253.58,Australia,Escalated,Payment Failure
TKT-04245,2026-04-04 23:20:03.062301,CUST-1472,email,Please cancel my subscription.,Thank you for reaching out. We will resolve this as soon as possible.,Laptop Sleeve,3284.84,India,Pending,Subscription Cancellation
TKT-04246,2026-01-24 10:43:03.062307,CUST-2306,web,One item is missing from my order.,We're sorry for the inconvenience. Our team is looking into this issue.,Keyboard,22885.87,Germany,Pending,Missing Item
TKT-04247,2026-04-09 09:21:03.062314,CUST-7665,web,Found a bug in the application.,Thank you for reaching out. We will resolve this as soon as possible.,Phone Charger,44568.04,United Kingdom,Escalated,Technical Bug
TKT-04248,2026-04-07 15:18:03.062320,CUST-7750,web,Product was damaged during shipping.,Our support team has escalated this case.,Wireless Earbuds,7514.32,Australia,Pending,Damaged Product
TKT-04249,2025-12-02 13:13:03.062326,CUST-1943,web,I returned the item but haven't received my refund.,We understand your frustration and appreciate your patience.,Bluetooth Speaker,41141.06,Canada,Escalated,Refund Request
TKT-04250,2026-04-23 18:52:03.062333,CUST-9439,email,Material feels cheap.,Thank you for reaching out. We will resolve this as soon as possible.,Smart Watch,34140.55,United States,Resolved,Product Quality
TKT-04251,2026-04-27 22:47:03.062341,CUST-7313,chat,The item arrived broken.,Our support team has escalated this case.,Keyboard,12358.88,United Kingdom,Resolved,Damaged Product
TKT-04252,2026-01-12 14:22:03.062346,CUST-1646,web,Received a cracked product.,We understand your frustration and appreciate your patience.,Monitor,7021.8,United States,Resolved,Damaged Product
TKT-04253,2026-04-16 20:18:03.062352,CUST-6293,chat,Password reset link is not working.,We're sorry for the inconvenience. Our team is looking into this issue.,Keyboard,8429.48,United Kingdom,Escalated,Login Issue
TKT-04254,2026-01-13 17:40:03.062358,CUST-1772,chat,Packaging was torn and product is damaged.,Our support team has escalated this case.,Keyboard,37453.1,United Kingdom,Pending,Damaged Product
TKT-04255,2025-12-01 04:03:03.062364,CUST-2206,chat,Payment failed but money was deducted.,We understand your frustration and appreciate your patience.,Monitor,35243.65,Canada,Pending,Payment Failure
TKT-04256,2025-11-29 13:01:03.062370,CUST-8858,chat,Order incomplete.,Thank you for reaching out. We will resolve this as soon as possible.,Bluetooth Speaker,19968.39,United States,Resolved,Missing Item
TKT-04257,2026-04-07 15:10:03.062376,CUST-3502,web,Packaging was torn and product is damaged.,We're sorry for the inconvenience. Our team is looking into this issue.,Gaming Mouse,42737.61,India,Escalated,Damaged Product
TKT-04258,2026-01-17 15:51:03.062382,CUST-6999,email,Subscription is difficult to cancel.,We understand your frustration and appreciate your patience.,Wireless Earbuds,19439.39,Canada,Resolved,Subscription Cancellation
TKT-04259,2026-01-01 11:46:03.062387,CUST-5193,email,Very disappointed with the quality.,Thank you for reaching out. We will resolve this as soon as possible.,Wireless Earbuds,19349.17,Canada,Escalated,Product Quality
TKT-04260,2026-02-13 00:41:03.062395,CUST-9574,chat,One item is missing from my order.,Our support team has escalated this case.,Monitor,37852.81,United States,Pending,Missing Item
TKT-04261,2025-12-12 12:39:03.062401,CUST-6730,email,Password reset link is not working.,Our support team has escalated this case.,Gaming Mouse,13567.01,United Kingdom,Resolved,Login Issue
TKT-04262,2025-12-25 19:23:03.062408,CUST-8391,web,Product was damaged during shipping.,We understand your frustration and appreciate your patience.,Phone Charger,28909.46,United States,Resolved,Damaged Product
TKT-04263,2026-01-12 05:38:03.062414,CUST-6068,email,Subscription is difficult to cancel.,Thank you for reaching out. We will resolve this as soon as possible.,Phone Charger,27134.2,Australia,Pending,Subscription Cancellation
